date,symbol,open,high,low,close,rsi,ma_20,ma_50,macd,macd_signal,macd_hist
2025-02-03 12:00:27.064000+00:00,HDFCBANK,1670.0,1686.8,1663.45,1678.0,,1678.0,1678.0,0.0,0.0,0.0
2025-02-04 14:48:53.293000+00:00,HDFCBANK,1688.7,1725.8,1680.05,1720.9,100.0,1699.45,1699.45,3.422222222222217,0.6844444444444435,2.7377777777777736
2025-02-05 12:01:02.244000+00:00,HDFCBANK,1733.0,1744.2,1718.9,1737.8,100.0,1712.2333333333333,1712.2333333333333,7.41259892371022,2.030075340297599,5.382523583412621
2025-02-06 12:01:02.423000+00:00,HDFCBANK,1735.5,1749.0,1724.0,1743.85,100.0,1720.1375,1720.1375,10.937109457084262,3.8114821636549316,7.12562729342933
2025-02-07 12:00:27.117000+00:00,HDFCBANK,1750.0,1767.0,1725.0,1732.75,85.57504873294356,1722.6599999999999,1722.6599999999999,12.688368599105843,5.586859450745115,7.101509148360728
2025-02-10 12:01:02.831000+00:00,HDFCBANK,1717.3,1723.45,1708.5,1715.75,70.09047365620015,1721.5083333333332,1721.5083333333332,12.559715578192709,6.981430676234634,5.5782849019580745
2025-02-11 12:00:27.539000+00:00,HDFCBANK,1703.0,1711.0,1688.7,1701.4,60.80332409972306,1718.6357142857144,1718.6357142857144,11.17105904524692,7.819356350037092,3.3517026952098288
2025-02-12 12:01:02.992000+00:00,HDFCBANK,1693.0,1712.0,1681.2,1706.8,62.66490765171507,1717.15625,1717.15625,10.386543994702834,8.332793878970241,2.0537501157325924
2025-02-13 12:01:02.738000+00:00,HDFCBANK,1699.0,1714.25,1693.55,1697.7,58.02117263843653,1714.9944444444445,1714.9944444444445,8.927604351174523,8.451755973411098,0.47584837776342503
2025-02-14 12:01:02.554000+00:00,HDFCBANK,1701.9,1701.9,1680.0,1694.85,56.7051333068046,1712.98,1712.98,7.455470962641584,8.252498971257195,-0.7970280086156105
2025-02-17 12:00:27.456000+00:00,HDFCBANK,1685.2,1720.0,1681.25,1717.35,63.280458994262574,1713.3772727272728,1713.3772727272728,8.011999265498844,8.204399030105524,-0.19239976460668018
2025-02-18 12:01:03.049000+00:00,HDFCBANK,1713.05,1731.55,1706.15,1723.05,64.64088397790057,1714.1833333333334,1714.1833333333334,8.811421733372754,8.325803570758971,0.48561816261378254
2025-02-19 12:01:02.546000+00:00,HDFCBANK,1717.0,1737.9,1712.45,1727.2,65.5696202531646,1715.1846153846154,1715.1846153846154,9.66838894628404,8.594320645863986,1.0740683004200537
2025-02-20 12:01:03.218000+00:00,HDFCBANK,1711.0,1714.7,1685.3,1687.1,52.296819787985854,1713.1785714285713,1713.1785714285713,7.030760535359377,8.281608623763065,-1.2508480884036874
2025-02-21 12:01:02.180000+00:00,HDFCBANK,1680.9,1694.95,1677.25,1692.5,53.562653562653566,1711.8,1711.8,5.314889153178001,7.688264729646052,-2.3733755764680513
2025-02-24 12:01:03.076000+00:00,HDFCBANK,1681.1,1684.2,1661.1,1677.1,37.55681818181813,1709.63125,1709.63125,2.681486911831371,6.686909166083116,-4.005422254251745
2025-02-25 12:01:02.159000+00:00,HDFCBANK,1671.1,1688.0,1671.1,1682.35,33.13051414663826,1708.0264705882353,1708.0264705882353,1.0065251909834387,5.550832371063182,-4.544307180079743
2025-02-27 12:00:29.843000+00:00,HDFCBANK,1682.55,1710.75,1682.55,1700.7,37.786583639966096,1707.6194444444445,1707.6194444444445,1.1465805357208865,4.669982003994723,-3.5234014682738364
2025-02-28 12:01:03.323000+00:00,HDFCBANK,1685.0,1737.25,1685.0,1732.4,49.91128010139419,1708.9236842105263,1708.9236842105263,3.772018990592642,4.490389401314307,-0.7183704107216649
2025-03-03 12:01:02.625000+00:00,HDFCBANK,1739.8,1743.05,1694.1,1701.55,46.636665087636196,1708.5549999999998,1708.5549999999998,3.3250318086190873,4.257317882775263,-0.9322860741561758
2025-03-04 12:01:02.380000+00:00,HDFCBANK,1698.0,1714.3,1693.25,1710.0,52.095516569200754,1710.155,1708.6238095238095,3.6110101497097276,4.128056336162157,-0.5170461864524292
2025-03-05 12:01:03.033000+00:00,HDFCBANK,1701.95,1710.8,1688.25,1690.0,46.17834394904462,1708.61,1707.7772727272727,2.1984745462941646,3.7421399781885585,-1.5436654318943939
2025-03-06 12:01:02.368000+00:00,HDFCBANK,1687.0,1699.9,1672.25,1691.2,48.46625766871166,1706.28,1707.0565217391306,1.1624597624636408,3.2262039350435754,-2.0637441725799346
2025-03-07 12:00:27.677000+00:00,HDFCBANK,1682.0,1701.15,1677.6,1689.25,48.67298578199055,1703.55,1706.3145833333335,0.18196430775378758,2.617356009585618,-2.4353917018318305
2025-03-10 13:59:02.565000+00:00,HDFCBANK,1689.0,1699.9,1683.05,1687.5,42.15505913272016,1701.2875,1705.5620000000001,-0.7279049437454432,1.9483038189194057,-2.676208762664849
2025-03-11 12:01:02.952000+00:00,HDFCBANK,1682.4,1694.0,1670.05,1685.5,39.93567408201561,1699.775,1704.7903846153847,-1.5920144149342832,1.240240172148668,-2.832254587082951
2025-03-12 12:01:02.996000+00:00,HDFCBANK,1691.55,1718.5,1691.55,1711.15,46.142754145638094,1700.2625,1705.0259259259258,-0.20472679931390303,0.9512467778561539,-1.155973577170057
2025-03-13 12:01:02.804000+00:00,HDFCBANK,1716.05,1720.8,1700.05,1706.6,55.65217391304345,1700.2525,1705.082142857143,0.5215495582156109,0.8653073339280454,-0.3437577757124345
2025-03-17 12:00:27.228000+00:00,HDFCBANK,1705.0,1724.0,1705.0,1710.4,55.23698069046226,1700.8875,1705.2655172413793,1.3877598148756078,0.9697978301175578,0.41796198475805
2025-03-18 12:01:03.170000+00:00,HDFCBANK,1728.0,1737.4,1715.05,1732.2,65.53863508178225,1702.7549999999999,1706.1633333333334,3.7896309867333002,1.5337644614407064,2.2558665252925936
2025-03-19 12:01:02.810000+00:00,HDFCBANK,1735.0,1751.0,1732.2,1744.1,66.78445229681972,1704.0925,1707.3870967741937,6.577539956288774,2.5425195604103203,4.035020395878454
2025-03-20 12:01:02.841000+00:00,HDFCBANK,1754.0,1774.0,1749.3,1768.75,67.88436268068324,1706.3774999999998,1709.3046875,10.653223166552607,4.164660281638778,6.488562884913829
2025-03-21 12:01:02.753000+00:00,HDFCBANK,1755.55,1774.1,1755.55,1770.35,61.84826724945354,1708.5349999999999,1711.1545454545453,13.852653337938136,6.10225889289865,7.750394445039486
2025-03-24 12:00:27.159000+00:00,HDFCBANK,1779.0,1804.4,1773.65,1800.0,80.9688581314878,1714.1799999999998,1713.7676470588235,18.566706568078416,8.595148427934603,9.971558140143813
2025-03-25 12:00:31.510000+00:00,HDFCBANK,1804.9,1843.7,1801.5,1821.45,82.40767665018893,1720.6275,1716.844285714286,23.75957782738419,11.628034307824521,12.13154351955967
2025-03-26 12:00:27.555000+00:00,HDFCBANK,1825.0,1827.5,1802.0,1806.55,84.92658076116258,1727.1,1719.336111111111,26.368698297468427,14.576167105753303,11.792531191715124
2025-03-27 12:01:03.182000+00:00,HDFCBANK,1800.0,1841.0,1798.1,1825.35,86.36486852805625,1734.25,1722.2013513513514,29.612098115369463,17.583353307676536,12.028744807692927
2025-03-28 12:00:31.345000+00:00,HDFCBANK,1829.0,1836.0,1805.85,1828.2,87.48314000539509,1740.625,1724.9907894736841,32.04311394859246,20.475305435859724,11.56780851273274
2025-04-01 12:00:34.956000+00:00,HDFCBANK,1802.0,1809.9,1765.35,1767.85,66.46853863496611,1742.3974999999998,1726.0897435897436,28.768347277201883,22.133913804128156,6.634433473073727
2025-04-02 12:00:36.258000+00:00,HDFCBANK,1770.7,1799.2,1770.7,1796.9,70.5535055350553,1747.1650000000002,1727.86,28.19218139759755,23.345567322822035,4.846614074775516
2025-04-03 12:00:35.299000+00:00,HDFCBANK,1781.1,1804.0,1777.0,1794.85,66.91592562651566,1751.4075,1729.4939024390244,27.255958199644283,24.127645498186485,3.128312701457798
2025-04-04 12:00:33.148000+00:00,HDFCBANK,1813.0,1841.95,1811.1,1817.3,70.86317376554837,1757.7725000000003,1731.584523809524,28.002723976750303,24.90266119389925,3.1000627828510545
2025-04-07 12:00:34.789000+00:00,HDFCBANK,1762.8,1779.85,1738.2,1757.7,57.36530675801929,1761.0974999999999,1732.1918604651162,23.514261563067066,24.624981267732814,-1.1107197046657475
2025-04-08 12:00:32.816000+00:00,HDFCBANK,1765.0,1782.0,1750.3,1769.15,55.945293644408686,1765.0925,1733.0318181818182,20.643081477554006,23.828601309697056,-3.1855198321430507
2025-04-09 16:17:59.373000+00:00,HDFCBANK,1765.0,1775.0,1753.5,1765.0,53.44884488448845,1768.9675,1733.7422222222222,17.827278487735384,22.628336745304722,-4.801058257569338
2025-04-11 12:01:02.869000+00:00,HDFCBANK,1774.75,1819.4,1774.75,1806.75,55.935645110902826,1775.03,1735.3293478260869,18.748489495852255,21.852367295414233,-3.103877799561978
